term	section	course	instructor	whenWhere
Spring 2002	9594	CIS-052C	O'Keefe	T 6:30-9:45pm SRV-204 4/23-5/21
Fall 2001	0609	ENGL-118	O'Leary	TTH 8:00-9:15am FO-224
Fall 2002	0626	ENGL-122	O'Leary	MWF 9:00-9:50am LA-113
Fall 2003	0645	ENGL-122	O'Leary	MWF 10:00-10:50am LA-212
Fall 2003	0659	ENGL-122	O'Leary	MW 1:00-2:15pm LA-212
Fall 2002	0710	ENGL-123	O'Leary	MWF 12:00-12:50pm LA-211
Fall 2001	1004	ENGL-190	O'Leary	TTH 12:30-1:45pm H-105
Fall 2003	1004	ENGL-190	O'Leary	MWF 11:00-11:50am LA-213
Fall 2002	1004	ENGL-190	O'Leary	MWF 11:00-11:50am LA-213
Spring 2004	1925	ENGL-096	O'Leary	MWM 10:30-11:45am LC-101
Spring 2004	1926	ENGL-096	O'Leary	MWW 10:30-11:45am LC-101
Spring 2002	1938	ENGL-096	O'Leary	TTHT 12:30-1:45pm LC-101
Spring 2002	1939	ENGL-096	O'Leary	TTHTH 12:30-1:45pm LC-101
Spring 2004	1995	ENGL-122	O'Leary	MWF 9:00-9:50am BE-211
Spring 2002	2013	ENGL-122	O'Leary	MWF 12:00-12:50pm LA-116
Spring 2004	2020	ENGL-122	O'Leary	MW 1:00-2:15pm LA-115
Spring 2002	2031	ENGL-123	O'Leary	MWF 11:00-11:50am LA-115
Spring 2002	2060	ENGL-154	O'Leary	TTH 11:00-12:15pm H-105
Fall 2003	3243	ENGL-096	O'Leary	MWFM 9:00-9:50am LA-116
Fall 2003	3250	ENGL-096	O'Leary	MWFW 9:00-9:50am LA-116
Fall 2001	3251	ENGL-096	O'Leary	TTHT 9:30-10:45am LC-110
Fall 2001	3253	ENGL-096	O'Leary	TTHTH 9:30-10:45am LC-110
Fall 2002	8109	ENGL-122	O'Leary	T 4:00-6:50pm LA-113
Fall 2001	8153	ENGL-222	O'Leary	M 4:00-6:50pm LA-107
Spring 2004	8776	ENGL-151	O'Leary	T 7:00-9:50pm LA-213
Summer 2004	4260	FILM-160	O'Neill	WTH 1:00-5:15pm H-109 6/30-8/05
Fall 2001	8005	FILM-290	O'Neill	TH 7:00-9:50pm LA-119
Fall 2003	8005	FILM-290	O'Neill	TH 7:00-9:50pm LA-119
Fall 2002	8005	FILM-290	O'Neill	TH 7:00-9:50pm LA-119
Fall 2002	8006	FILM-291	O'Neill	TH 7:00-9:50pm LA-119
Fall 2003	8006	FILM-291	O'Neill	TH 7:00-9:50pm LA-119
Fall 2001	8006	FILM-291	O'Neill	TH 7:00-9:50pm LA-119
Spring 2002	8168	FILM-291	O'Neill	TH 7:00-9:50pm LA-119
Spring 2004	8168	FILM-291	O'Neill	TH 7:00-9:50pm LA-119
Spring 2004	8175	FILM-280	O'Neill	TH 4:00-6:50pm FORUM
Spring 2004	8185	FILM-290	O'Neill	TH 7:00-9:50pm LA-119
Spring 2002	8185	FILM-290	O'Neill	TH 7:00-9:50pm LA-119
Spring 2002	8209	FILM-280	O'Neill	TH 4:00-6:50pm FORUM
Fall 2003	8410	FILM-282	O'Neill	TH 4:00-6:50pm FORUM
Fall 2002	8410	FILM-282	O'Neill	TH 4:00-6:50pm FORUM
Fall 2001	8677	FILM-283	O'Neill	TH 4:00-6:50pm FORUM
Summer 2001	9171	FILM-282	O'Neill	MTWTH 9:00-12:15pm CSUH 5/29-6/21
Summer 2002	9171	FILM-282	O'Neill	MTWTH 9:00-12:20pm CSUH 5/28-6/20
Fall 2001	9714	FILM-140	O'Neill	S 9:00-12:00pm CSUH
Fall 2001	9714	FILM-140	O'Neill	S 9:00-12:00pm CSUH
Spring 2004	9716	FILM-140	O'Neill	F 9:00-11:50am CSUH
Fall 2012	0262	ARTDM-111	Oakes	MW 2:00-4:25pm ATC-110 10/17-12/17
Fall 2011	0262	ARTDM-111	Oakes	MW 2:00-4:25pm ATC-110 10/17-12/17
Fall 2008	0270	ARTDM-110	Oakes	W 2:00-4:50pm A-303 8/20-10/15
Fall 2009	0270	ARTDM-110	Oakes	MW 2:00-4:15pm A-303 8/17-10/14
Fall 2005	0415	MULTM-115	Oakes	M 10:00-12:50pm BFL-207
Fall 2006	0415	MULTM-115	Oakes	M 10:00-12:50pm ATC-110
Fall 2002	0488	MULTM-111	Oakes	W 9:00-11:50am BFL-207 10/23-12/11
Fall 2003	0488	MULTM-111	Oakes	M 2:00-4:50pm BFL-207 10/20-12/15
Fall 2004	0488	MULTM-111	Oakes	M 2:00-4:50pm BFL-207 10/18-12/13
Spring 2005	1318	MULTM-110	Oakes	M 2:00-5:15pm BFL-207 1/23-3/13
Spring 2005	1320	MULTM-111	Oakes	M 2:00-4:50pm BFL-207 3/20-5/22
Spring 2009	1344	ARTDM-111	Oakes	TH 2:00-4:50pm A-303 3/19-5/21
Spring 2008	1344	ARTDM-111	Oakes	TH 2:00-4:50pm A-303 3/27-5/22
Spring 2008	1615	ARTDM-110	Oakes	TH 2:00-4:50pm A-303 1/17-3/13
Spring 2009	1615	ARTDM-110	Oakes	TH 2:00-4:50pm A-303 1/15-3/12
Spring 2013	3598	ARTDM-115	Oakes	TTH 2:00-4:15pm ATC-110
Spring 2012	3598	ARTDM-115	Oakes	TTH 2:00-4:15pm ATC-110
Spring 2008	3603	ARTDM-115	Oakes	W 9:00-11:50am A-303
Fall 2009	4584	ARTDM-111	Oakes	MW 2:00-4:15pm A-303 10/19-12/16
Fall 2008	4584	ARTDM-111	Oakes	W 2:00-4:50pm A-303 10/22-12/17
Fall 2003	4729	MULTM-110	Oakes	M 2:00-4:50pm BFL-207 8/18-10/13
Fall 2002	4729	MULTM-110	Oakes	W 9:00-11:50am BFL-207 8/21-10/16
Fall 2004	4729	MULTM-110	Oakes	M 2:00-4:50pm BFL-207 8/23-10/11
Fall 2013	8027	ARTDM-110	Oakes	MW 7:00-9:15pm ATC-110 8/16-10/16
Spring 2011	8029	ARTDM-110	Oakes	TTH 4:00-6:35pm ATC-110 1/25-3/17
Spring 2012	8029	ARTDM-110	Oakes	TTH 4:30-6:45pm ATC-110 1/15-3/14
Spring 2013	8029	ARTDM-110	Oakes	TTH 4:30-6:45pm ATC-110 1/15-3/14
Spring 2010	8029	ARTDM-110	Oakes	MW 7:00-9:35pm ATC-110 1/25-3/17
Fall 2013	8032	ARTDM-111	Oakes	MW 7:00-9:15pm ATC-110 10/21-12/18
Spring 2011	8073	ARTDM-111	Oakes	TTH 4:00-6:15pm ATC-110 3/22-5/26
Spring 2010	8073	ARTDM-111	Oakes	MW 7:00-9:15pm ATC-110 3/22-5/26
Spring 2012	8073	ARTDM-111	Oakes	TTH 4:30-6:45pm ATC-110 3/26-5/23
Spring 2006	8104	MULTM-111	Oakes	T 7:00-9:50pm A-303 3/20-5/22
Spring 2007	8104	MULTM-111	Oakes	T 7:00-9:50pm A-303 3/20-5/22
Spring 2007	8111	MULTM-115	Oakes	TH 7:00-9:50pm A-303
Spring 2006	8111	MULTM-115	Oakes	TH 7:00-9:50pm A-303
Spring 2005	8111	MULTM-115	Oakes	TH 7:00-9:50pm BFL-207
Spring 2006	8112	MULTM-110	Oakes	T 7:00-9:50pm A-303 1/16-3/13
Spring 2007	8112	MULTM-110	Oakes	T 7:00-9:50pm A-303 1/16-3/13
Spring 2004	8112	MULTM-110	Oakes	T 7:00-9:50pm BFL-207 1/20-3/16
Spring 2002	8112	MULTM-110	Oakes	T 7:00-9:50pm H-119 1/15-3/12
Spring 2002	8113	MULTM-110	Oakes	W 7:00-9:50pm H-119 1/16-3/13
Spring 2002	8114	MULTM-111	Oakes	T 7:00-9:50pm H-119 3/19-5/21
Spring 2004	8114	MULTM-111	Oakes	T 7:00-9:50pm BFL-207 3/23-5/25
Spring 2002	8115	MULTM-111	Oakes	W 7:00-9:50pm H-119 3/20-5/22
Spring 2010	8123	ARTDM-115	Oakes	TTH 7:00-9:15pm ATC-110
Spring 2009	8123	ARTDM-115	Oakes	W 7:00-9:50pm ATC-110
Spring 2011	8123	ARTDM-115	Oakes	TTH 7:00-9:15pm ATC-110 1/22-5/27
Spring 2004	8300	MULTM-110	Oakes	TH 7:00-9:50pm BFL-207 1/15-3/11
Fall 2009	8302	ARTDM-110	Oakes	M 7:00-9:50pm ATC-110 8/17-10/12
Fall 2010	8302	ARTDM-110	Oakes	MW 7:00-9:15pm ATC-110 8/16-10/13
Fall 2010	8304	ARTDM-111	Oakes	MW 7:00-9:15pm ATC-110 10/18-12/15
Fall 2009	8304	ARTDM-111	Oakes	M 7:00-9:50pm ATC-110 10/19-12/14
Fall 2001	8354	MULTM-110	Oakes	T 7:00-9:50pm H-119 8/21-10/16
Fall 2005	8354	MULTM-110	Oakes	T 7:00-9:50pm BFL-207 8/23-10/11
Fall 2004	8354	MULTM-110	Oakes	T 7:00-9:50pm BFL-207 8/24-10/12
Fall 2007	8354	ARTDM-110	Oakes	T 7:00-9:50pm ATC-110 8/21-10/09
Fall 2002	8354	MULTM-110	Oakes	T 7:00-9:50pm BFL-207 8/20-10/15
Fall 2003	8354	MULTM-110	Oakes	T 7:00-9:50pm BFL-207 8/19-10/14
Fall 2006	8354	MULTM-110	Oakes	T 7:00-9:50pm ATC-110 8/22-10/10
Fall 2001	8355	MULTM-110	Oakes	W 7:00-9:50pm H-119 8/22-10/17
Fall 2001	8356	MULTM-111	Oakes	T 7:00-9:50pm H-119 10/23-12/11
Fall 2004	8356	MULTM-111	Oakes	T 7:00-9:50pm BFL-207 10/19-12/14
Fall 2005	8356	MULTM-111	Oakes	T 7:00-9:50pm BFL-207 10/18-12/13
Fall 2007	8356	ARTDM-111	Oakes	T 7:00-9:50pm ATC-110 10/16-12/11
Fall 2006	8356	MULTM-111	Oakes	T 7:00-9:50pm ATC-110 10/17-12/12
Fall 2002	8356	MULTM-111	Oakes	T 7:00-9:50pm BFL-207 10/22-12/10
Fall 2003	8356	MULTM-111	Oakes	T 7:00-9:50pm BFL-207 10/21-12/09
Fall 2001	8357	MULTM-111	Oakes	W 7:00-9:50pm H-119 10/24-12/12
Spring 2004	8359	MULTM-111	Oakes	TH 7:00-9:50pm BFL-207 3/18-5/27
Spring 2007	1043	ARTHS-197	Oakland	MWF 10:00-10:50am A-106
Spring 2008	9365	ARTHS-197	Oakland	MW 9:30-10:45am SRC-W217
Spring 2008	9802	ARTHS-196	Oakland	TH 7:00-9:50pm SRC-W216
Fall 2001	1038	ARCHI-150A	Obendorf	TTH 8:00-9:30am ET-122B
Spring 2004	2910	ENGIN-126	Obendorf	MW 10:00-11:30am ET-122B
Fall 2001	3046	ENGIN-126	Obendorf	TTH 8:00-9:30am ET-122B
Fall 2015	1905	ADJUS-203	Oberhoffer	MWF 12:30-1:50pm PL-103
Summer 2013	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/17-7/25
Summer 2011	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/13-7/21
Summer 2004	1195	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm H-110 6/28-8/05
Summer 2010	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/14-7/22
Summer 2008	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/16-7/24
Summer 2009	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/22-7/30
Summer 2006	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/19-7/27
Summer 2007	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/18-7/26
Summer 2005	1195	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm H-110 6/20-7/28
Summer 2012	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/18-7/26
Summer 2015	1195	SOCIO-120	Ogutu	MTWTH 8:15-10:20am MA-101 6/15-7/23
Summer 2013	1196	SOCIO-120	Ogutu	MTWTH 12:45-2:50pm LA-208B 6/17-7/25
Fall 2009	1799	SOCIO-120	Ogutu	MW 8:00-9:15am H-110
Fall 2011	1799	SOCIO-120	Ogutu	MW 8:00-9:15am FORUM 8/17-12/17
Fall 2006	1799	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Fall 2007	1799	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110 8/16-12/16
Fall 2008	1799	SOCIO-120	Ogutu	MW 8:00-9:15am H-110
Fall 2004	1799	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110 8/19-12/19
Fall 2001	1799	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Fall 2010	1799	SOCIO-120	Ogutu	MW 8:00-9:15am H-110
Fall 2002	1799	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Fall 2005	1799	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Fall 2003	1799	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Fall 2013	1799	SOCIO-120	Ogutu	MW 8:00-9:20am FORUM
Fall 2012	1799	SOCIO-120	Ogutu	MW 8:00-9:15am FORUM 8/17-12/17
Fall 2015	1799	SOCIO-120	Ogutu	MW 8:00-9:20am FORUM
Fall 2012	1803	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-120 8/17-12/17
Fall 2013	1803	SOCIO-120	Ogutu	MW 2:00-3:20pm LA-119
Fall 2010	1803	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-119
Fall 2008	1803	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-208A
Fall 2007	1803	SOCIO-120	Ogutu	MW 1:00-2:15pm LA-214 8/16-12/16
Fall 2011	1803	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-120 8/17-12/17
Fall 2009	1803	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-119
Fall 2006	1819	SOCIO-122	Ogutu	MW 1:00-2:15pm MA-103
Fall 2009	1820	SOCIO-122	Ogutu	MW 12:30-1:45pm LA-118
Fall 2004	1820	SOCIO-122	Ogutu	MWF 11:00-11:50am BE-205 8/19-12/19
Fall 2007	1820	SOCIO-122	Ogutu	MWF 11:00-11:50am LA-118 8/16-12/16
Fall 2001	1820	SOCIO-122	Ogutu	MWF 11:00-11:50am LA-216
Fall 2010	1820	SOCIO-122	Ogutu	MW 12:30-1:45pm LA-118
Fall 2002	1820	SOCIO-122	Ogutu	MWF 11:00-11:50am LA-120
Fall 2008	1820	SOCIO-122	Ogutu	MW 11:00-12:15pm LA-118
Fall 2006	1820	SOCIO-122	Ogutu	MWF 11:00-11:50am LA-107
Fall 2013	1820	SOCIO-122	Ogutu	MW 12:30-1:50pm LA-107
Fall 2012	1820	SOCIO-122	Ogutu	MW 12:30-1:45pm LA-218 8/17-12/17
Fall 2015	1820	SOCIO-122	Ogutu	MW 12:30-1:50pm LA-122
Fall 2011	1820	SOCIO-122	Ogutu	MW 12:30-1:45pm LA-218 8/17-12/17
Fall 2003	1820	SOCIO-122	Ogutu	MWF 11:00-11:50am MA-104
Fall 2005	1820	SOCIO-122	Ogutu	MWF 11:00-11:50am BE-206
Fall 2015	1826	SOCIO-120	Ogutu	TTH 11:00-12:20pm LA-208B
Spring 2010	1836	SOCIO-120	Ogutu	MW 8:00-9:15am H-110
Spring 2009	1836	SOCIO-120	Ogutu	MW 8:00-9:15am H-110
Spring 2007	1836	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Spring 2015	1836	SOCIO-120	Ogutu	MW 8:00-9:20am MA-101
Spring 2006	1836	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Spring 2002	1836	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Spring 2011	1836	SOCIO-120	Ogutu	MW 8:00-9:15am H-110 1/22-5/27
Spring 2005	1836	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Spring 2012	1836	SOCIO-120	Ogutu	MW 8:00-9:15am MA-101
Spring 2013	1836	SOCIO-120	Ogutu	MW 8:00-9:15am MA-101
Spring 2008	1836	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Spring 2004	1836	SOCIO-120	Ogutu	MWF 8:00-8:50am H-110
Fall 2003	1837	SOCIO-131	Ogutu	MWF 9:00-9:50am MA-104
Fall 2005	1837	SOCIO-131	Ogutu	MWF 9:00-9:50am MA-104
Fall 2009	1837	SOCIO-131	Ogutu	MW 9:30-10:45am LA-208A
Fall 2001	1837	SOCIO-131	Ogutu	MWF 9:00-9:50am MA-104
Fall 2002	1837	SOCIO-131	Ogutu	MWF 9:00-9:50am MA-104
Fall 2004	1837	SOCIO-131	Ogutu	MWF 9:00-9:50am MA-104 8/19-12/19
Fall 2010	1837	SOCIO-131	Ogutu	MW 9:30-10:45am LA-208A
Fall 2015	1837	SOCIO-131	Ogutu	MW 9:30-10:50am LA-208B
Fall 2008	1837	SOCIO-131	Ogutu	MW 9:30-10:45am LA-208A
Fall 2007	1837	SOCIO-131	Ogutu	MWF 9:00-9:50am MA-104 8/16-12/16
Fall 2006	1837	SOCIO-131	Ogutu	MWF 9:00-9:50am MA-104
Fall 2012	1837	SOCIO-131	Ogutu	MW 9:30-10:45am ET-122B 8/17-12/17
Fall 2013	1837	SOCIO-131	Ogutu	MW 9:30-10:50am LA-208A
Fall 2011	1837	SOCIO-131	Ogutu	MW 9:30-10:45am ET-122B 8/17-12/17
Spring 2013	1846	SOCIO-120	Ogutu	TTH 8:00-9:15am MA-101
Spring 2005	1847	SOCIO-122	Ogutu	MW 1:00-2:15pm LA-121
Spring 2006	1847	SOCIO-122	Ogutu	MW 1:00-2:15pm LA-218
Spring 2007	1847	SOCIO-122	Ogutu	MW 1:00-2:15pm LA-218
Spring 2007	1849	SOCIO-122	Ogutu	MWF 11:00-11:50am LA-208B
Spring 2009	1849	SOCIO-122	Ogutu	MW 11:00-12:15pm LA-208B
Spring 2015	1849	SOCIO-122	Ogutu	TTH 12:30-1:50pm LA-120
Spring 2011	1849	SOCIO-122	Ogutu	MW 12:30-1:45pm LA-208B 1/22-5/27
Spring 2006	1849	SOCIO-122	Ogutu	MWF 11:00-11:50am LA-208B
Spring 2005	1849	SOCIO-122	Ogutu	MWF 11:00-11:50am BE-213
Spring 2008	1849	SOCIO-122	Ogutu	MWF 11:00-11:50am LA-208B
Spring 2002	1849	SOCIO-122	Ogutu	MWF 11:00-11:50am LA-217
Spring 2013	1849	SOCIO-122	Ogutu	MW 12:30-1:45pm LA-217
Spring 2004	1849	SOCIO-122	Ogutu	MWF 11:00-11:50am BE-205
Spring 2010	1849	SOCIO-122	Ogutu	MW 12:30-1:45pm LA-208B
Spring 2012	1849	SOCIO-122	Ogutu	MW 12:30-1:45pm LA-217
Spring 2015	1856	SOCIO-120	Ogutu	TTH 11:00-12:20pm LA-120
Spring 2012	1864	SOCIO-131	Ogutu	MW 9:30-10:45am MA-104
Spring 2010	1864	SOCIO-131	Ogutu	MW 9:30-10:45am LA-220
Spring 2008	1864	SOCIO-131	Ogutu	MWF 9:00-9:50am LA-214
Spring 2009	1864	SOCIO-131	Ogutu	MW 9:30-10:45am LA-215
Spring 2004	1864	SOCIO-131	Ogutu	MWF 9:00-9:50am LA-217
Spring 2007	1864	SOCIO-131	Ogutu	MWF 9:00-9:50am LA-121
Spring 2013	1864	SOCIO-131	Ogutu	MW 9:30-10:45am MA-104
Spring 2011	1864	SOCIO-131	Ogutu	MW 9:30-10:45am LA-220 1/22-5/27
Spring 2015	1864	SOCIO-131	Ogutu	MW 9:30-10:50am MA-104
Spring 2002	1864	SOCIO-131	Ogutu	MWF 9:00-9:50am MA-104
Spring 2005	1864	SOCIO-131	Ogutu	MWF 9:00-9:50am LA-217
Spring 2006	1864	SOCIO-131	Ogutu	MWF 9:00-9:50am LA-121
Spring 2008	3843	SOCIO-120	Ogutu	MW 1:00-2:15pm LA-119
Spring 2009	3843	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-208A
Spring 2011	3843	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-121 1/22-5/27
Spring 2013	3843	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-208A
Spring 2012	3843	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-208A
Spring 2010	3843	SOCIO-120	Ogutu	MW 2:00-3:15pm LA-208A
Fall 2004	3943	SOCIO-120	Ogutu	MWF 10:00-10:50am LA-216 8/19-12/19
Fall 2004	3979	SOCIO-120	Ogutu	MWF 12:00-12:50pm LA-217 8/19-12/19
Fall 2005	3979	SOCIO-120	Ogutu	MWF 12:00-12:50pm LA-122
Summer 2013	3988	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm LA-119 6/17-7/25
Summer 2008	3988	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm LA-208B 6/16-7/24
Summer 2005	3988	SOCIO-120	Ogutu	MTWTH 8:15-10:20am LAT-4A 6/20-7/28
Summer 2001	3988	SOCIO-120	Ogutu	MTWTH 8:15-10:20am LA-218 6/18-7/26
Summer 2012	3988	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm LA-119 6/18-7/26
Summer 2010	3988	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm LA-208B 6/14-7/22
Summer 2011	3988	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm PL-103 6/13-7/21
Summer 2002	3988	SOCIO-120	Ogutu	MTWTH 8:15-10:20am LA-218 6/17-7/25
Summer 2003	3988	SOCIO-120	Ogutu	MTWTH 8:15-10:20am LA-208A 6/23-7/31
Summer 2006	3988	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm LA-208A 6/19-7/27
Summer 2007	3988	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm L-142 6/18-7/26
Summer 2009	3988	SOCIO-120	Ogutu	MTWTH 10:30-12:35pm LA-208B 6/22-7/30
Summer 2007	3990	SOCIO-122	Ogutu	MTWTH 12:45-2:50pm LA-122 6/18-7/26
Summer 2006	3990	SOCIO-122	Ogutu	MTWTH 12:45-2:50pm LA-122 6/19-7/27
Summer 2003	3990	SOCIO-122	Ogutu	MTWTH 10:30-12:35pm LA-217 6/23-7/31
Summer 2002	3990	SOCIO-122	Ogutu	MTWTH 10:30-12:35pm LA-217 6/17-7/25
Summer 2001	3990	SOCIO-122	Ogutu	MTWTH 10:30-12:35pm LA-122 6/18-7/26
Summer 2005	3990	SOCIO-122	Ogutu	MTWTH 12:45-2:50pm LAT-4A 6/20-7/28
Summer 2010	3991	SOCIO-122	Ogutu	MTWTH 12:45-2:50pm LA-208B 6/14-7/22
Summer 2009	3991	SOCIO-122	Ogutu	MTWTH 12:45-2:50pm LA-122 6/22-7/30
Summer 2008	3991	SOCIO-122	Ogutu	MTWTH 12:45-2:50pm LA-122 6/16-7/24
Summer 2002	4331	SOCIO-120	Ogutu	MTWTH 12:45-2:50pm LA-218 6/17-7/25
Summer 2001	8029	SOCIO-120	Ogutu	TTH 6:30-9:45pm LA-217 6/5-7/26
Summer 2001	8030	SOCIO-125	Ogutu	MW 6:30-9:45pm LA-120 6/4-7/25
Fall 2002	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Fall 2012	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-215 8/17-12/17
Fall 2010	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-119
Fall 2008	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Fall 2013	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-215
Fall 2006	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Fall 2003	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Fall 2005	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Fall 2011	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-215 8/17-12/17
Fall 2009	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Fall 2001	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Fall 2007	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217 8/16-12/16
Fall 2004	8168	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217 8/19-12/19
Fall 2001	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-122
Fall 2009	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-220
Fall 2005	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-218
Fall 2003	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-218
Fall 2006	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-218
Fall 2007	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-218 8/16-12/16
Fall 2013	8169	SOCIO-122	Ogutu	T 7:00-9:50pm LA-220
Fall 2012	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-220 8/17-12/17
Fall 2011	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-220 8/17-12/17
Fall 2008	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-218
Fall 2010	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-220
Fall 2002	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-218
Fall 2004	8169	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-218 8/19-12/19
Spring 2013	8491	SOCIO-122	Ogutu	T 7:00-9:50pm LA-119
Spring 2012	8491	SOCIO-122	Ogutu	T 7:00-9:50pm LA-119
Spring 2002	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-119
Spring 2005	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Spring 2008	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-218
Spring 2009	8713	SOCIO-120	Ogutu	M 7:00-10:05pm LA-218
Spring 2012	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-121
Spring 2013	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-121
Spring 2010	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-218
Spring 2004	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217
Spring 2011	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-217 1/22-5/27
Spring 2007	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-218
Spring 2006	8713	SOCIO-120	Ogutu	M 7:00-9:50pm LA-218
Spring 2007	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-118
Spring 2010	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-118
Spring 2008	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-118
Spring 2004	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-217
Spring 2009	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-118
Spring 2005	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-217
Spring 2006	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-118
Spring 2002	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-218
Spring 2011	8716	SOCIO-122	Ogutu	TH 7:00-9:50pm LA-118 1/22-5/27
Spring 2012	1079	SPAN-220	Ojermark	MWTTH 11:00-12:15pm BFL-212
Spring 2013	1079	SPAN-220	Ojermark	MWTTH 11:00-12:15pm BFL-212
Spring 2007	1082	SPAN-220	Ojermark	MTWTHF 11:00-11:50am BFL-207
Spring 2006	1082	SPAN-220	Ojermark	MTWTHF 11:00-11:50am BFL-207
Spring 2014	1083	SPAN-221	Ojermark	MWTTH 11:00-12:15pm BFL-212
Spring 2010	1083	SPAN-221	Ojermark	MWTTH 11:00-12:15pm BFL-205
Spring 2008	1083	SPAN-221	Ojermark	MTWTHF 11:00-11:50am BFL-209
Spring 2009	1092	SPAN-121	Ojermark	MWTTH 9:30-10:45am BFL-205
Spring 2011	1092	SPAN-121	Ojermark	MWTTH 12:30-1:45pm BFL-205 1/22-5/27
